year,CIK,company name,CRE,number of words in item 7,number of words in text
2005,0000928956,PROFESSIONAL LEASE MANAGEMENT INCOME FUND I LLC,0,0,0,0,403,7234
2005,0001143548,"TERAX ENERGY, INC",113,0,0,0,15324,16393
2005,0001095079,ARTISTDIRECT INC,323,0,0,0,36275,46946
2005,0001019825,MOONEY AEROSPACE GROUP LTD,99,0,0,0,14712,19357
2005,0001080306,PORTAL SOFTWARE INC,454,0,0,0,56812,65503
2005,0001162747,"Puda Coal, Inc",209,0,0,0,25472,27080
2005,0000925548,TOWER AUTOMOTIVE INC,306,0,0,0,36166,41323
2005,0001005006,FUTURES STRATEGIC TRUST,227,0,0,0,14179,18022
2005,0001140472,ALLIANCE BANCSHARES CALIFORNIA,0,0,0,0,203,6573
2005,0001319842,Virgin River Casino CORP,384,0,0,0,52284,55698
2005,0000810836,"REIT AMERICAS, INC",110,0,0,0,20742,29357
2005,0001021435,GRAPHON CORP/DE,54,0,0,0,8218,9651
2005,0000917491,FARO TECHNOLOGIES INC,267,0,0,0,30725,43021
2005,0001111118,VICTORIA INDUSTRIES INC,149,0,0,0,12764,14647
2005,0000771556,MSO HOLDINGS INC,176,0,0,0,24188,25868
2005,0001230802,CATCHER HOLDINGS INC,14,0,0,0,4211,6166
2005,0001064270,DISTRIBUTION MANAGEMENT SERVICES INC,75,0,0,0,6292,9755
2005,0001137117,"INTERNATIONAL TELECOMMUNICATION, INC",60,0,0,0,8666,10031
2005,0001299967,"JMG Exploration, Inc",232,0,0,0,18955,21092
2005,0001121598,Royal Spring Water Inc,114,0,0,0,23134,24657
2005,0001024605,NEW GENERATION HOLDINGS INC,139,0,0,0,12007,21361
2005,0001324298,Chardan South China Acquisition Corp,82,0,0,0,12018,16094
2005,0000900096,ELCOM INTERNATIONAL INC,51,0,0,0,12228,14061
2005,0001024920,SPORTSNUTS  INC,116,0,0,0,12351,13594
2005,0001254371,CALIFORNIA NEWS TECH,140,0,0,0,10489,11866
2005,0000895234,PLM EQUIPMENT GROWTH & INCOME FUND VII,0,0,0,0,747,8954
2005,0001099290,ABLEAUCTIONS COM INC,29,0,0,0,3758,5781
2005,0001345294,"GOLDEN VALLEY DEVELOPMENT, INC",20,0,0,0,3179,7216
2005,0001136465,MADONNA CORP,30,0,0,0,5893,6441
2005,0001107699,SUBJEX CORP,33,0,0,0,3228,6498
2005,0001335249,HIGHBURY FINANCIAL INC,399,0,0,0,25892,32713
2005,0001125903,SHELRON GROUP INC,115,0,0,0,11074,17001
2005,0001315718,SMITTEN PRESS LOCAL LORE & LEGENDS INC,86,0,0,0,8530,9833
2005,0000720851,NESTOR INC,280,0,0,0,54319,59358
2005,0001082471,INTEGRITY FINANCIAL CORP,217,0,0,0,26804,28698
2005,0000933955,"AMEDIA NETWORKS, INC",291,0,0,0,29389,36892
2005,0001073090,"SORELL, INC",436,0,0,0,44781,46856
2005,0001097945,"TechAlt, Inc",151,0,0,0,18404,20322
2005,0001139614,WORDLOGIC CORP,93,0,0,0,10382,13466
2005,0000928800,KH FUNDING CO,173,0,0,0,15309,17126
2005,0001096296,PLATINUM SUPERYACHTS INC,15,0,0,0,3775,8322
2005,0001196298,NEPHROS INC,347,0,0,0,48553,52523
2005,0001062982,GYM LLC,515,0,0,0,57520,64960
2005,0001307624,"IRON STAR DEVELOPMENT, INC",70,0,0,0,5976,7571
2005,0001321223,"My Quote Zone, Inc",73,0,0,0,6786,8322
2005,0000027367,DAXOR CORP,194,0,0,0,23603,25159
2005,0000891389,SPECTRE GAMING INC,244,0,0,0,28770,29061
2005,0000013156,SECURED DIVERSIFIED INVESTMENT LTD,105,0,0,0,18502,19991
2005,0000830656,PRESSURE BIOSCIENCES INC,171,0,0,0,21152,23081
2005,0000930245,ALL AMERICAN SPORTPARK INC,51,0,0,0,8571,15277
